AppName,TCID,STATUS,EXEDATE,ENV|CODE|DATA|REQ
COEA,5,Fail,1/5/2016,PROD2.0|Not compatible with IOS 13|Update not found|Updating
COEA,6,Fail,1/6/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data"
COEA,7,Fail,1/7/2016,"DEV2.0|print(data.[""Name""])|No column named ""Name""|retrive data"
COEA,8,Pass,1/8/2016,
COEA,9,Fail,1/9/2016,"PROD2.0|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
COEA,10,Pass,1/10/2016,
COEA,11,Pass,1/11/2016,
COEA,12,Pass,1/12/2016,
COEA,13,Pass,1/13/2016,
COEA,14,Pass,1/14/2016,
COEA,15,Pass,1/15/2016,
COEA,16,Pass,1/16/2016,
COEA,17,Pass,1/17/2016,
COEA,18,Pass,1/18/2016,
COEA,19,Pass,1/19/2016,
COEA,20,Pass,1/20/2016,
COEA,21,Fail,1/21/2016,UAT2.0|form.submit(name[0])|Array index out of bounds|Need to specify name
COEA,22,Pass,1/22/2016,
COEA,23,Pass,1/23/2016,
COEA,24,Pass,1/24/2016,
COEA,25,Fail,1/25/2016,"DEV2.0|plt.plot(x,y)|x,y : undefined variables|plotting"
COEA,26,Pass,1/26/2016,
COEA,27,Pass,1/27/2016,
COEA,28,Fail,1/28/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
COEA,29,Pass,1/29/2016,
COEA,30,Pass,1/30/2016,
COEA,31,Fail,1/31/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value 
COEA,32,Fail,2/1/2016,"PROD2.0|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
COEA,33,Fail,2/2/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
COEA,34,Fail,2/3/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
COEA,35,Pass,2/4/2016,
COEA,36,Pass,2/5/2016,
COEA,37,Fail,2/6/2016,STG2.0|for i in Age|list index out of range|looping
COEA,38,Fail,2/7/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing"
COEA,39,Pass,2/8/2016,
COEA,40,Fail,2/9/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value 
COEA,41,Pass,2/10/2016,
COEA,42,Pass,2/11/2016,
COEA,43,Pass,2/12/2016,
COEA,44,Fail,2/13/2016,DEV2.0|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
COEA,45,Pass,2/14/2016,
COEA,46,Fail,2/15/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing
COEA,47,Fail,2/16/2016,STG2.0|for i in Age|list index out of range|looping
COEA,48,Pass,2/17/2016,
COEA,49,Pass,2/18/2016,
COEA,50,Fail,2/19/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
COEA,51,Fail,2/20/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring
COEA,52,Fail,2/21/2016,"PROD2.0|import plotly|The plotly.plotly module is deprecated,|importing"
COEA,53,Pass,2/22/2016,
COEA,54,Pass,2/23/2016,
COEA,55,Fail,2/24/2016,PROD2.0|Not compatible with IOS 13|Update not found|Updating
COEA,56,Fail,2/25/2016,DEV2.0|plt.show()|plt:undefined name|displaying
COEA,57,Pass,2/26/2016,
COEA,58,Fail,2/27/2016,DEV2.0|print(df.columns)|df: undefined dataframe|retrive data
COEA,59,Fail,2/28/2016,PROD2.0|print(('python')*a)|a: variable undefined|retrieve data
COEA,60,Pass,2/29/2016,
COEA,61,Fail,3/1/2016,PROD2.0|print(('python')*a)|a: variable undefined|retrieve data
COEA,62,Pass,3/2/2016,
COEA,63,Pass,3/3/2016,
COEA,64,Fail,3/4/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration"
COEA,65,Pass,3/5/2016,
COEA,66,Pass,3/6/2016,
COEA,67,Pass,3/7/2016,
COEA,68,Fail,3/8/2016,UAT2.0|import pandasa as pd|pandasa: Package not found|importing
COEA,69,Pass,3/9/2016,
COEA,70,Pass,3/10/2016,
COEA,71,Pass,3/11/2016,
COEA,72,Fail,3/12/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data"
COEA,73,Fail,3/13/2016,PROD2.0|Not compatible with IOS 13|Update not found|Updating
COEA,74,Pass,3/14/2016,
COEA,75,Pass,3/15/2016,
COEA,76,Pass,3/16/2016,
COEA,77,Fail,3/17/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
COEA,78,Pass,3/18/2016,
COEA,79,Pass,3/19/2016,
COEA,80,Pass,3/20/2016,
COEA,81,Pass,3/21/2016,
COEA,82,Fail,3/22/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
COEA,83,Pass,3/23/2016,
COEA,84,Pass,3/24/2016,
COEA,85,Fail,3/25/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
COEA,86,Pass,3/26/2016,
COEA,87,Fail,3/27/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
COEA,88,Pass,3/28/2016,
COEA,89,Pass,3/29/2016,
COEA,90,Pass,3/30/2016,
COEA,91,Fail,3/31/2016,"PROD2.0|import plotly|The plotly.plotly module is deprecated,|importing"
COEA,92,Pass,4/1/2016,
COEA,93,Pass,4/2/2016,
COEA,94,Pass,4/3/2016,
COEA,95,Fail,4/4/2016,DEV2.0|plt.show()|plt:undefined name|displaying
COEA,96,Pass,4/5/2016,
COEA,97,Fail,4/6/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing
COEA,98,Pass,4/7/2016,
COEA,99,Fail,4/8/2016,STG2.0|while var >! 0:  |invalid operator|validation
COEA,100,Fail,4/9/2016,UAT2.0|import pandas as pd|package not found|importing
COEA,101,Fail,4/10/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
COEA,102,Pass,4/11/2016,
COEA,103,Fail,4/12/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing"
COEA,104,Fail,4/13/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
COEA,105,Fail,4/14/2016,PROD2.0|Not compatible with IOS 13|Update not found|Updating
COEA,106,Fail,4/15/2016,STG2.0|for i in Age|list index out of range|looping
COEA,107,Pass,4/16/2016,
COEA,108,Pass,4/17/2016,
COEA,109,Fail,4/18/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data"
COEA,110,Fail,4/19/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value 
COEA,111,Fail,4/20/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data"
COEA,112,Pass,4/21/2016,
COEA,113,Fail,4/22/2016,UAT2.0|import pandas as pd|package not found|importing
COEA,114,Pass,4/23/2016,
COEA,115,Pass,4/24/2016,
COEA,116,Pass,4/25/2016,
COEA,117,Pass,4/26/2016,
COEA,118,Fail,4/27/2016,PROD2.0|import numpy as np|numpy: Package not found|importing
COEA,119,Pass,4/28/2016,
COEA,120,Pass,4/29/2016,
COEA,121,Pass,4/30/2016,
COEA,122,Pass,5/1/2016,
COEA,123,Fail,5/2/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing
COEA,124,Pass,5/3/2016,
COEA,125,Pass,5/4/2016,
COEA,126,Pass,5/5/2016,
COEA,127,Fail,5/6/2016,"DEV2.0| print ""Ok""|Missing parentheses in call to 'print'| printing"
COEA,128,Fail,5/7/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
COEA,129,Fail,5/8/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising
COEA,130,Pass,5/9/2016,
COEA,131,Pass,5/10/2016,
COEA,132,Fail,5/11/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring
COEA,133,Pass,5/12/2016,
COEA,134,Pass,5/13/2016,
COEA,135,Pass,5/14/2016,
COEA,136,Pass,5/15/2016,
COEA,137,Fail,5/16/2016,DEV2.0|print(df.columns)|df: undefined dataframe|retrive data
COEA,138,Pass,5/17/2016,
COEA,139,Pass,5/18/2016,
COEA,140,Fail,5/19/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration"
COEA,141,Pass,5/20/2016,
COEA,142,Fail,5/21/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control
COEA,143,Fail,5/22/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring
COEA,144,Fail,5/23/2016,STG2.0|for x in range(10)|List out of index [15]|looping
COEA,145,Pass,5/24/2016,
COEA,146,Pass,5/25/2016,
COEA,147,Pass,5/26/2016,
COEA,148,Pass,5/27/2016,
COEA,149,Pass,5/28/2016,
COEA,150,Fail,5/29/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
COEA,151,Pass,5/30/2016,
COEA,152,Fail,5/31/2016,PROD2.0|Not compatible with IOS 13|Update not found|Updating
COEA,153,Fail,6/1/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control
COEA,154,Fail,6/2/2016,PROD2.0|np.arange(8)|numpy array out of range|looping
COEA,155,Fail,6/3/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration"
COEA,156,Fail,6/4/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
COEA,157,Pass,6/5/2016,
COEA,158,Pass,6/6/2016,
COEA,159,Pass,6/7/2016,
COEA,160,Pass,6/8/2016,
COEA,161,Pass,6/9/2016,
COEA,162,Fail,6/10/2016,"PROD2.0|import plotly|The plotly.plotly module is deprecated,|importing"
COEA,163,Pass,6/11/2016,
COEA,164,Pass,6/12/2016,
COEA,165,Fail,6/13/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
COEA,166,Pass,6/14/2016,
COEA,167,Pass,6/15/2016,
COEA,168,Pass,6/16/2016,
COEA,169,Fail,6/17/2016,PROD2.0|np.arange(8)|numpy array out of range|looping
COEA,170,Pass,6/18/2016,
COEA,171,Fail,6/19/2016,PROD2.0|np.arange(8)|numpy array out of range|looping
COEA,172,Pass,6/20/2016,
COEA,173,Pass,6/21/2016,
COEA,174,Pass,6/22/2016,
COEA,175,Fail,6/23/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing"
COEA,176,Fail,6/24/2016,UAT2.0|import pandas as pd|package not found|importing
COEA,177,Pass,6/25/2016,
COEA,178,Pass,6/26/2016,
COEA,179,Pass,6/27/2016,
COEA,180,Pass,6/28/2016,
COEA,181,Fail,6/29/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring
COEA,182,Pass,6/30/2016,
COEA,183,Pass,7/1/2016,
COEA,184,Pass,7/2/2016,
COEA,185,Fail,7/3/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
COEA,186,Fail,7/4/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations"
COEA,187,Pass,7/5/2016,
COEA,188,Pass,7/6/2016,
COEA,189,Pass,7/7/2016,
COEA,190,Pass,7/8/2016,
COEA,191,Fail,7/9/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration"
COEA,192,Pass,7/10/2016,
COEA,193,Fail,7/11/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring
COEA,194,Fail,7/12/2016,UAT2.0|import matplotlib.pyplot as plt|matplot: Package not found|importing
COEA,195,Pass,7/13/2016,
COEA,196,Pass,7/14/2016,
COEA,197,Pass,7/15/2016,
COEA,198,Fail,7/16/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations"
COEA,199,Fail,7/17/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations"
COEA,200,Fail,7/18/2016,UAT2.0|import pandas as pd|package not found|importing
COEA,201,Pass,7/19/2016,
COEA,202,Pass,7/20/2016,
COEA,203,Pass,7/21/2016,
COEA,204,Pass,7/22/2016,
COEA,205,Fail,7/23/2016,UAT2.0|fun(20)|arguments undefined in function|pass by value 
COEA,206,Pass,7/24/2016,
COEA,207,Pass,7/25/2016,
COEA,208,Pass,7/26/2016,
COEA,209,Fail,7/27/2016,UAT2.0|import matplotlib.pyplot as plt|matplot: Package not found|importing
COEA,210,Pass,7/28/2016,
COEA,211,Fail,7/29/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data"
COEA,212,Pass,7/30/2016,
COEA,213,Pass,7/31/2016,
COEA,214,Fail,8/1/2016,STG2.0|for i in Age|list index out of range|looping
COEA,215,Pass,8/2/2016,
COEA,216,Pass,8/3/2016,
COEA,217,Pass,8/4/2016,
COEA,218,Pass,8/5/2016,
COEA,219,Fail,8/6/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting
COEA,220,Pass,8/7/2016,
COEA,221,Pass,8/8/2016,
COEA,222,Pass,8/9/2016,
COEA,223,Fail,8/10/2016,DEV2.0|plt.show()|plt:undefined name|displaying
COEA,224,Pass,8/11/2016,
COEA,225,Fail,8/12/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting
COEA,226,Pass,8/13/2016,
COEA,227,Pass,8/14/2016,
COEA,228,Pass,8/15/2016,
COEA,229,Pass,8/16/2016,
COEA,230,Pass,8/17/2016,
COEA,231,Pass,8/18/2016,
COEA,232,Pass,8/19/2016,
COEA,233,Pass,8/20/2016,
COEA,234,Pass,8/21/2016,
COEA,235,Pass,8/22/2016,
COEA,236,Pass,8/23/2016,
COEA,237,Fail,8/24/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
COEA,238,Pass,8/25/2016,
COEA,239,Fail,8/26/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations"
COEA,240,Pass,8/27/2016,
COEA,241,Pass,8/28/2016,
COEA,242,Pass,8/29/2016,
COEA,243,Fail,8/30/2016,"DEV2.0|print(data.[""Name""])|No column named ""Name""|retrive data"
COEA,244,Fail,8/31/2016,PROD2.0|Not compatible with IOS 13|Update not found|Updating
COEA,245,Pass,9/1/2016,
COEA,246,Pass,9/2/2016,
COEA,247,Pass,9/3/2016,
COEA,248,Fail,9/4/2016,"PROD2.0| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
COEA,249,Pass,9/5/2016,
COEA,250,Fail,9/6/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring
COEA,251,Pass,9/7/2016,
COEA,252,Pass,9/8/2016,
COEA,253,Fail,9/9/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing
COEA,254,Fail,9/10/2016,UAT2.0|form.submit(name[0])|Array index out of bounds|Need to specify name
COEA,255,Fail,9/11/2016,STG2.0|for i in Age|list index out of range|looping
COEA,256,Fail,9/12/2016,PROD2.0|Not compatible with IOS 13|Update not found|Updating
COEA,257,Fail,9/13/2016,"PROD2.0| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
COEA,258,Pass,9/14/2016,
COEA,259,Fail,9/15/2016,UAT2.0|form.submit(name[0])|Array index out of bounds|Need to specify name
COEA,260,Pass,9/16/2016,
COEA,261,Pass,9/17/2016,
COEA,262,Fail,9/18/2016,UAT2.0|form.submit(name[0])|Array index out of bounds|Need to specify name
COEA,263,Pass,9/19/2016,
COEA,264,Pass,9/20/2016,
COEA,265,Fail,9/21/2016,PROD2.0|import numpy as np|numpy: Package not found|importing
COEA,266,Fail,9/22/2016,PROD2.0|np.arange(8)|numpy array out of range|looping
COEA,267,Pass,9/23/2016,
COEA,268,Pass,9/24/2016,
COEA,269,Fail,9/25/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting
COEA,270,Fail,9/26/2016,"PROD2.0| client.post_telemetry(navsat_msg, compass_msg)|TimeoutError|Accept TimeoutError Properly"
COEA,271,Pass,9/27/2016,
COEA,272,Fail,9/28/2016,DEV2.0|df.read_csv(...)|file not found|Importing file
COEA,273,Pass,9/29/2016,
COEA,274,Fail,9/30/2016,DEV2.0|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
COEA,275,Fail,10/1/2016,STG2.0|while var >! 0:  |invalid operator|validation
COEA,276,Pass,10/2/2016,
COEA,277,Pass,10/3/2016,
COEA,278,Pass,10/4/2016,
COEA,279,Fail,10/5/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing"
COEA,280,Fail,10/6/2016,DEV2.0|plt.show()|displaying graph without plotting it|plotting
COEA,281,Fail,10/7/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
COEA,282,Pass,10/8/2016,
COEA,283,Fail,10/9/2016,STG2.0|for i in Age|list index out of range|looping
COEA,284,Pass,10/10/2016,
COEA,285,Pass,10/11/2016,
COEA,286,Fail,10/12/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing
COEA,287,Pass,10/13/2016,
COEA,288,Fail,10/14/2016,STG2.0|while var >! 0:  |invalid operator|validation
COEA,289,Pass,10/15/2016,
COEA,290,Fail,10/16/2016,DEV2.0|data = pd.read_csv('usecase.csv')|file doesnot exist|retrive data
COEA,291,Pass,10/17/2016,
COEA,292,Pass,10/18/2016,
COEA,293,Pass,10/19/2016,
COEA,294,Pass,10/20/2016,
COEA,295,Fail,10/21/2016,DEV2.0|df.read_csv(...)|file not found|Importing file
COEA,296,Pass,10/22/2016,
COEA,297,Fail,10/23/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring
COEA,298,Fail,10/24/2016,"DEV2.0| print ""Ok""|Missing parentheses in call to 'print'| printing"
COEA,299,Pass,10/25/2016,
COEA,300,Pass,10/26/2016,
COEA,301,Pass,10/27/2016,
COEA,302,Pass,10/28/2016,
COEA,303,Pass,10/29/2016,
COEA,304,Fail,10/30/2016,DEV2.0|df.read_csv(...)|file not found|Importing file
COEA,305,Fail,10/31/2016,DEV2.0|print(df.columns)|df: undefined dataframe|retrive data
COEA,306,Pass,11/1/2016,
COEA,307,Pass,11/2/2016,
COEA,308,Pass,11/3/2016,
COEA,309,Fail,11/4/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
COEA,310,Fail,11/5/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
COEA,311,Fail,11/6/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data"
COEA,312,Pass,11/7/2016,
COEA,313,Pass,11/8/2016,
COEA,314,Pass,11/9/2016,
COEA,315,Fail,11/10/2016,DEV2.0|print(df.columns)|df: undefined dataframe|retrive data
COEA,316,Pass,11/11/2016,
COEA,317,Pass,11/12/2016,
COEA,318,Fail,11/13/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
COEA,319,Fail,11/14/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
COEA,320,Pass,11/15/2016,
COEA,321,Pass,11/16/2016,
COEA,322,Pass,11/17/2016,
COEA,323,Fail,11/18/2016,DEV2.0|print(df.columns)|df: undefined dataframe|retrive data
COEA,324,Pass,11/19/2016,
COEA,325,Fail,11/20/2016,PROD2.0|import seaborn as sns|seaborn: Package not found|Coloring
COEA,326,Pass,11/21/2016,
COEA,327,Pass,11/22/2016,
COEA,328,Pass,11/23/2016,
COEA,329,Pass,11/24/2016,
COEA,330,Pass,11/25/2016,
COEA,331,Pass,11/26/2016,
COEA,332,Fail,11/27/2016,"DEV2.0|for val in ""string"": |val : undefined variable|iteration"
COEA,333,Pass,11/28/2016,
COEA,334,Pass,11/29/2016,
COEA,335,Pass,11/30/2016,
COEA,336,Pass,12/1/2016,
COEA,337,Fail,12/2/2016,UAT2.0|import matplotlib.pyplot as plt|matplot: Package not found|importing
COEA,338,Fail,12/3/2016,"STG2.0|for i,j in range()|range expected 1 arguments|parsing"
COEA,339,Fail,12/4/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
COEA,340,Fail,12/5/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
COEA,341,Pass,12/6/2016,
COEA,342,Fail,12/7/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
COEA,343,Pass,12/8/2016,
COEA,344,Pass,12/9/2016,
COEA,345,Fail,12/10/2016,UAT2.0|import pandasa as pd|pandas: Package not found|importing
COEA,346,Pass,12/11/2016,
COEA,347,Fail,12/12/2016,DEV2.0|import seaborn as sns|seaborn: package not found|importing
COEA,348,Fail,12/13/2016,UAT2.0|form.submit(name[0])|Array index out of bounds|Need to specify name
COEA,349,Fail,12/14/2016,PROD2.0|Not compatible with IOS 13|Update not found|Updating
COEA,350,Pass,12/15/2016,
COEA,351,Fail,12/16/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control
COEA,352,Fail,12/17/2016,"PROD2.0|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
COEA,353,Fail,12/18/2016,UAT2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|visualise
COEA,354,Pass,12/19/2016,
COEA,355,Fail,12/20/2016,"PROD2.0| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
COEA,356,Pass,12/21/2016,
COEA,357,Fail,12/22/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
COEA,358,Pass,12/23/2016,
COEA,359,Pass,12/24/2016,
COEA,360,Fail,12/25/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
COEA,361,Fail,12/26/2016,"DEV2.0| print ""Ok""|Missing parentheses in call to 'print'| printing"
COEA,362,Fail,12/27/2016,"PROD2.0|data.replace(data.Name, 'NA')|Not replacing all values in Name column|manipulating data"
COEA,363,Pass,12/28/2016,
COEA,364,Fail,12/29/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
COEA,365,Fail,12/30/2016,STG2.0| if i>5 |SyntaxError: invalid syntax |decision control
COEA,366,Fail,12/31/2016,PROD2.0|np.arange(8)|numpy array out of range|looping
vATOM,1,Fail,1/1/2016,"STG2.0|print(data[""Weight""].std())|column doesnot exist|standard variations"
vATOM,2,Pass,1/2/2016,
vATOM,3,Pass,1/3/2016,
vATOM,4,Fail,1/4/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data"
vATOM,5,Pass,1/5/2016,
vATOM,6,Fail,1/6/2016,STG2.0|while var >! 0:  |invalid operator|validation
vATOM,7,Pass,1/7/2016,
vATOM,8,Fail,1/8/2016,"DEV2.0| print ""Ok""|Missing parentheses in call to 'print'| printing"
vATOM,9,Pass,1/9/2016,
vATOM,10,Pass,1/10/2016,
vATOM,11,Fail,1/11/2016,STG2.0|while var >! 0:  |invalid operator|validation
vATOM,12,Pass,1/12/2016,
vATOM,13,Pass,1/13/2016,
vATOM,14,Fail,1/14/2016,"DEV2.0|print(""a[10]"")|No varible named a|retrive data"
vATOM,15,Fail,1/15/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising
vATOM,16,Pass,1/16/2016,
vATOM,17,Fail,1/17/2016,"STG2.0|for i in range(0,2)|List out of Index [23]|looping"
vATOM,18,Pass,1/18/2016,
vATOM,19,Pass,1/19/2016,
vATOM,20,Pass,1/20/2016,
vATOM,21,Fail,1/21/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising
vATOM,22,Fail,1/22/2016,UAT2.0|import pandas as pd|package not found|importing
vATOM,23,Pass,1/23/2016,
vATOM,24,Fail,1/24/2016,DEV2.0|df = df[df['Android Ver'] != np.nan]|name 'df' is not defined|renaming
vATOM,25,Pass,1/25/2016,
vATOM,26,Pass,1/26/2016,
vATOM,27,Pass,1/27/2016,
vATOM,28,Pass,1/28/2016,
vATOM,29,Pass,1/29/2016,
vATOM,30,Pass,1/30/2016,
vATOM,31,Pass,1/31/2016,
vATOM,32,Pass,2/1/2016,
vATOM,33,Pass,2/2/2016,
vATOM,34,Pass,2/3/2016,
vATOM,35,Pass,2/4/2016,
vATOM,36,Pass,2/5/2016,
vATOM,37,Fail,2/6/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
vATOM,38,Pass,2/7/2016,
vATOM,39,Pass,2/8/2016,
vATOM,40,Fail,2/9/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
vATOM,41,Pass,2/10/2016,
vATOM,42,Pass,2/11/2016,
vATOM,43,Pass,2/12/2016,
vATOM,44,Pass,2/13/2016,
vATOM,45,Fail,2/14/2016,"UAT2.0|return func(*args, **kw)|InterruptedError|Handle Interrupt Error"
vATOM,46,Pass,2/15/2016,
vATOM,47,Pass,2/16/2016,
vATOM,48,Pass,2/17/2016,
vATOM,49,Fail,2/18/2016,UAT2.0|import matplotlib.pyplot as plt|matplot: Package not found|importing
vATOM,50,Fail,2/19/2016,"UAT2.0| a=pd.readcsv(""testcase.csv"")| module 'pandas' has no attribute 'readcsv'|reading"
vATOM,51,Pass,2/20/2016,
vATOM,52,Fail,2/21/2016,UAT2.0|import matplotlib as plt|matplotlib: Package not found|importing
vATOM,53,Pass,2/22/2016,
vATOM,54,Pass,2/23/2016,
vATOM,55,Fail,2/24/2016,"PROD2.0| plt.rc(""font"",""size""=14)| keyword can't be an expression| setting RC parameter"
vATOM,56,Fail,2/25/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising
vATOM,57,Pass,2/26/2016,
vATOM,58,Pass,2/27/2016,
vATOM,59,Pass,2/28/2016,
vATOM,60,Pass,2/29/2016,
vATOM,61,Pass,3/1/2016,
vATOM,62,Pass,3/2/2016,
vATOM,63,Pass,3/3/2016,
vATOM,64,Fail,3/4/2016,PROD2.0|plt.show()|matplotlib is not imported|visualising
vATOM,65,Pass,3/5/2016,
vATOM,66,Fail,3/6/2016,"DEV2.0| for x,d in data.Height, data.shape[0]| too many values to unpack|looping"
vATOM,67,Pass,3/7/2016,
vATOM,68,Pass,3/8/2016,
vATOM,69,Fail,3/9/2016,STG2.0|for i in Age|list index out of range|looping
vATOM,70,Fail,3/10/2016,"DEV2.0|print(data.[""Name""])|No column named ""Name""|retrive data"
vATOM,71,Pass,3/11/2016,
vATOM,72,Pass,3/12/2016,
vATOM,73,Fail,3/13/2016,DEV2.0|df.read_csv(...)|file not found|Importing file
vATOM,74,Fail,3/14/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
vATOM,75,Pass,3/15/2016,
vATOM,76,Pass,3/16/2016,
vATOM,77,Pass,3/17/2016,
vATOM,78,Pass,3/18/2016,
vATOM,79,Pass,3/19/2016,
vATOM,80,Pass,3/20/2016,
vATOM,81,Pass,3/21/2016,
vATOM,82,Fail,3/22/2016,DEV2.0|plt.show()|plt:undefined name|displaying
vATOM,83,Pass,3/23/2016,
vATOM,84,Fail,3/24/2016,STG2.0|import matplotlib.pyplot as plt|matplotlib: Package not found|importing
vATOM,85,Pass,3/25/2016,
vATOM,86,Pass,3/26/2016,
vATOM,87,Pass,3/27/2016,
vATOM,88,Pass,3/28/2016,
vATOM,89,Pass,3/29/2016,
vATOM,90,Fail,3/30/2016,"DEV2.0|print(""sum is"",a+b)|No varibles named a and b|retrive data"
vATOM,91,Pass,3/31/2016,
vATOM,92,Pass,4/1/2016,
vATOM,93,Pass,4/2/2016,
vATOM,94,Pass,4/3/2016,
vATOM,95,Pass,4/4/2016,
vATOM,96,Pass,4/5/2016,
vATOM,97,Pass,4/6/2016,
vATOM,98,Pass,4/7/2016,
vATOM,99,Fail,4/8/2016,DEV2.0|plt.show()|plt:undefined name|displaying
vATOM,100,Fail,4/9/2016,UAT2.0|import matplotlib.pyplot as plt|matplot: Package not found|importing
vATOM,101,Pass,4/10/2016,
